,Date,Preview,Title
123,2019-06-19,Apple Inc and Best Buy Co Inc said on Wednesday that they have extended a partnership that will allow the Minneapolis-based retailer's technicians fix iPhones at any Best Buy store in the United States.,Apple says iPhones can now be fixed at all U.S. Best Buy stores
124,2019-06-19,Apple Inc and Best Buy Co Inc said on Wednesday that they have extended a partnership that will allow the Minneapolis-based retailer's technicians fix iPhones at any Best Buy store in the United States.,Apple says iPhones can now be fixed at all U.S. Best Buy stores
125,2019-06-19,"Apple Inc has asked its major suppliers to assess the cost implications of moving 15%-30% of their production capacity from China to Southeast Asia as it prepares for a restructuring of its supply chain, according to a Nikkei Asian Review report on Wednesday.",RPT-UPDATE 1-Apple explores moving 15-30% of production capacity from China - Nikkei
126,2019-06-17,"The U.S. arm of HSBC Holdings Plc announced plans on Monday to expand its branch network by around a quarter as it opened a new location in Apple Inc's home town of Cupertino, California.","HSBC opens in Apple's home town, plans 50 new U.S. branches"
127,2019-06-15,"India will impose higher retaliatory tariffs on 28 U.S. products including almonds, apples and walnuts from Sunday, following Washington's withdrawal of key trade privileges for New Delhi.",India to impose retaliatory tariffs on 28 U.S. goods from Sunday
128,2019-06-14,"India is preparing to impose higher tariffs on some U.S. goods including almonds, walnuts and apples next week after a delay of about a year, two sources said, following Washington's withdrawal of key trade privileges for New Delhi.",India set to levy higher tariffs on some U.S. goods next week: sources
129,2019-06-14,"Apple Inc supplier Japan Display Inc said on Friday it had not received notice from a Chinese-Taiwanese consortium about a potential 80 billion yen ($740 million) investment, raising the possibility of a critical delay in much-needed cash.",Japan Display says has not received notice about Chinese investment
130,2019-06-19,"Apple Inc has asked its major suppliers to assess the cost implications of moving 15%-30% of their production capacity from China to Southeast Asia as it prepares for a restructuring of its supply chain, according to a Nikkei Asian Review report on Wednesday.",Apple explores moving 15-30% of production capacity from China: Nikkei
131,2019-06-19,"Apple Inc has asked its major suppliers to assess the cost implications of moving 15%-30% of their production capacity from China to Southeast Asia as it prepares for a restructuring of its supply chain, according to a Nikkei Asian Review report on Wednesday.",UPDATE 3-Apple explores moving 15-30% of production capacity from China - Nikkei
132,2019-06-19,"Rare earth elements are used in a wide range of consumer products, from iPhones to electric car motors, as well as military jet engines, satellites and lasers.",Explainer: U.S. dependence on China's rare earth: Trade war vulnerability
133,2019-06-19,Apple Inc and Best Buy Co Inc said on Wednesday that they have extended a partnership that will allow the Minneapolis-based retailer's technicians fix iPhones at any Best Buy store in the United States.,Apple says iPhones can now be fixed at all U.S. Best Buy stores
134,2019-06-19,Apple Inc and Best Buy Co Inc said on Wednesday that they have extended a partnership that will allow the Minneapolis-based retailer's technicians fix iPhones at any Best Buy store in the United States.,Apple says iPhones can now be fixed at all U.S. Best Buy stores
135,2019-06-19,"Apple Inc has asked its major suppliers to assess the cost implications of moving 15%-30% of their production capacity from China to Southeast Asia as it prepares for a restructuring of its supply chain, according to a Nikkei Asian Review report on Wednesday.",RPT-UPDATE 1-Apple explores moving 15-30% of production capacity from China - Nikkei
136,2019-06-17,"The U.S. arm of HSBC Holdings Plc announced plans on Monday to expand its branch network by around a quarter as it opened a new location in Apple Inc's home town of Cupertino, California.","HSBC opens in Apple's home town, plans 50 new U.S. branches"
137,2019-06-15,"India will impose higher retaliatory tariffs on 28 U.S. products including almonds, apples and walnuts from Sunday, following Washington's withdrawal of key trade privileges for New Delhi.",India to impose retaliatory tariffs on 28 U.S. goods from Sunday
138,2019-06-14,"India is preparing to impose higher tariffs on some U.S. goods including almonds, walnuts and apples next week after a delay of about a year, two sources said, following Washington's withdrawal of key trade privileges for New Delhi.",India set to levy higher tariffs on some U.S. goods next week: sources
139,2019-06-14,"Apple Inc supplier Japan Display Inc said on Friday it had not received notice from a Chinese-Taiwanese consortium about a potential 80 billion yen ($740 million) investment, raising the possibility of a critical delay in much-needed cash.",Japan Display says has not received notice about Chinese investment
140,2019-06-19,"Apple Inc has asked its major suppliers to assess the cost implications of moving 15%-30% of their production capacity from China to Southeast Asia as it prepares for a restructuring of its supply chain, according to a Nikkei Asian Review report on Wednesday.",Apple explores moving 15-30% of production capacity from China: Nikkei
141,2019-06-19,"Apple Inc has asked its major suppliers to assess the cost implications of moving 15%-30% of their production capacity from China to Southeast Asia as it prepares for a restructuring of its supply chain, according to a Nikkei Asian Review report on Wednesday.",UPDATE 3-Apple explores moving 15-30% of production capacity from China - Nikkei
142,2019-06-19,"Rare earth elements are used in a wide range of consumer products, from iPhones to electric car motors, as well as military jet engines, satellites and lasers.",Explainer: U.S. dependence on China's rare earth: Trade war vulnerability
143,2019-06-19,Apple Inc and Best Buy Co Inc said on Wednesday that they have extended a partnership that will allow the Minneapolis-based retailer's technicians fix iPhones at any Best Buy store in the United States.,Apple says iPhones can now be fixed at all U.S. Best Buy stores
144,2019-06-19,Apple Inc and Best Buy Co Inc said on Wednesday that they have extended a partnership that will allow the Minneapolis-based retailer's technicians fix iPhones at any Best Buy store in the United States.,Apple says iPhones can now be fixed at all U.S. Best Buy stores
145,2019-06-19,"Apple Inc has asked its major suppliers to assess the cost implications of moving 15%-30% of their production capacity from China to Southeast Asia as it prepares for a restructuring of its supply chain, according to a Nikkei Asian Review report on Wednesday.",RPT-UPDATE 1-Apple explores moving 15-30% of production capacity from China - Nikkei
146,2019-06-17,"The U.S. arm of HSBC Holdings Plc announced plans on Monday to expand its branch network by around a quarter as it opened a new location in Apple Inc's home town of Cupertino, California.","HSBC opens in Apple's home town, plans 50 new U.S. branches"
147,2019-06-15,"India will impose higher retaliatory tariffs on 28 U.S. products including almonds, apples and walnuts from Sunday, following Washington's withdrawal of key trade privileges for New Delhi.",India to impose retaliatory tariffs on 28 U.S. goods from Sunday
148,2019-06-14,"India is preparing to impose higher tariffs on some U.S. goods including almonds, walnuts and apples next week after a delay of about a year, two sources said, following Washington's withdrawal of key trade privileges for New Delhi.",India set to levy higher tariffs on some U.S. goods next week: sources
